id_orgao,orgao,link
234410,CARINHANHA - BA,
234430,CASA NOVA - BA,
234450,CASTRO ALVES - BA,
234470,CATOLANDIA - BA,
234490,CATU - BA,
234510,CENTRAL - BA,
234530,CHORROCHO - BA,
234550,CICERO DANTAS - BA,
234570,CIPO - BA,
234590,COARACI - BA,
234610,COCOS - BA,
234630,CONCEICAO DA FEIRA - BA,
234650,CONCEICAO DO ALMEIDA - BA,
234670,CONCEICAO DO COITE - BA,
234690,CONCEICAO DO JACUIPE - BA,
234710,CONDE - BA,
234730,CONDEUBA - BA,
234750,CONTENDAS DO SINCORA - BA,
234770,"CORACAO DE MARIA
- BA",
234790,CORDEIROS - BA,
234810,CORIBE - BA,
234830,CORONEL JOAO SA - BA,
234850,CORRENTINA - BA,
234870,COTEGIPE - BA,
234890,CRAVOLANDIA - BA,
234910,CRISOPOLIS - BA,
234930,CRISTOPOLIS - BA,
234950,CRUZ DAS ALMAS - BA,
234970,CURACA - BA,
234990,DARIO MEIRA - BA,
235010,DOM BASILIO - BA,
235030,DOM MACEDO COSTA - BA,
235050,ELISIO MEDRADO - BA,
235070,ENCRUZILHADA - BA,
235090,ENTRE RIOS - BA,
235110,ESPLANADA - BA,
235130,EUCLIDES DA CUNHA - BA,
235150,FEIRA DE SANTANA - BA,
235170,FIRMINO ALVES - BA,
235190,FLORESTA AZUL - BA,
235210,FORMOSA DO RIO PRETO - BA,
235230,GANDU - BA,
235250,GENTIO DO OURO - BA,
235270,GLORIA - BA,
235290,GONGOGI - BA,
235310,GOVERNADOR MANGABEIRA - BA,
235330,GUANAMBI - BA,
235350,GUARATINGA - BA,
235370,IACU - BA,
235390,IBIASSUCE - BA,
235410,IBICARAI - BA,
235430,IBICOARA - BA,
235450,IBICUI - BA,
235470,IBIPEBA - BA,
235490,SANTA RITA DE CASSIA - BA,
235510,IBIPITANGA - BA,
235530,IBIQUERA - BA,
235550,IBIRAPITANGA - BA,
235570,IBIRAPUA - BA,
235590,IBIRATAIA - BA,
235610,IBITIARA - BA,
235630,IBITITA - BA,
235650,IBOTIRAMA - BA,
235670,ICHU - BA,
235690,IGAPORA - BA,
235710,IGUAI - BA,
235730,ILHEUS - BA,
235750,INHAMBUPE - BA,
235770,IPECAETA - BA,
235790,IPIAU - BA,
235810,IPIRA - BA,
235830,IPUPIARA - BA,
235850,IRAJUBA - BA,
235870,IRAMAIA - BA,
235890,IRAQUARA - BA,
235910,IRARA - BA,
235930,IRECE - BA,
235950,ITABERABA - BA,
235970,ITABUNA - BA,
235990,ITACARE - BA,
236010,ITAETE - BA,
236030,ITAGI - BA,
236050,ITAGIBA - BA,
236070,ITAGIMIRIM - BA,
236090,ITAJU DO COLONIA - BA,
236110,ITAJUIPE - BA,
236130,ITAMARAJU - BA,
236150,ITAMARI - BA,
236170,ITAMBE - BA,
236190,ITANAGRA - BA,
236210,ITANHEM - BA,
236230,ITAPARICA - BA,
236250,ITAPE - BA,
236270,ITAPEBI - BA,
236290,ITAPETINGA - BA,
236310,ITAPICURU - BA,
236330,ITAPITANGA - BA,
236350,ITAQUARA - BA,
236370,ITARANTIM - BA,
236390,ITIRUCU - BA,
236410,ITIUBA - BA,
236430,ITORORO - BA,
236450,ITUACU - BA,
236470,ITUBERA - BA,
236490,JACARACI - BA,
236510,JACOBINA - BA,
236530,JAGUAQUARA - BA,
236550,JAGUARARI - BA,
236570,JAGUARIPE - BA,
236590,JANDAIRA - BA,
236610,JEQUIE - BA,
236630,JEREMOABO - BA,
236650,JIQUIRICA - BA,
236670,JITAUNA - BA,
236690,JUAZEIRO - BA,
236710,JUSSARA - BA,
236730,JUSSIAPE - BA,
236750,LAFAIETE COUTINHO - BA,
236770,LAJE - BA,
236790,LAJEDAO - BA,
236810,LAJEDINHO - BA,
236830,LAMARAO - BA,
236850,LAURO DE FREITAS -,
236850,LAURO DE FREITAS - BA,
236870,LENCOIS - BA,
236890,"LICINIO DE ALMEIDA
- BA",
236910,LIVRAMENTO DE NOSSA SENHORA - BA,
236930,MACAJUBA - BA,
236950,MACARANI - BA,
236970,MACAUBAS - BA,
236990,MACURURE - BA,
237010,MAIQUINIQUE - BA,
237030,MAIRI - BA,
237050,MALHADA - BA,
237070,MALHADA DE PEDRAS - BA,
237090,MANOEL VITORINO - BA,
237110,MARACAS - BA,
237130,MARAGOGIPE - BA,
237150,MARAU - BA,
237170,MARCIONILIO SOUZA - BA,
237190,MASCOTE - BA,
237210,MATA DE SAO JOAO - BA,
237230,MEDEIROS NETO - BA,
237250,MIGUEL CALMON - BA,
237270,MILAGRES - BA,
237290,MIRANGABA - BA,
237310,MONTE SANTO - BA,
237330,MORPARA - BA,
237350,MORRO DO CHAPEU - BA,
237370,MORTUGABA - BA,
237390,MUCUGE - BA,
237410,MUCURI - BA,
237430,MUNDO NOVO - BA,
237450,MUNIZ FERREIRA - BA,
237470,MURITIBA - BA,
237490,MUTUIPE - BA,
237510,NAZARE - BA,
237530,NILO PECANHA - BA,
237550,NOVA CANAA - BA,
237570,NOVA ITARANA - BA,
237590,NOVA SOURE - BA,
237610,NOVA VICOSA - BA,
237630,OLINDINA - BA,
237650,OLIVEIRA DOS BREJINHOS - BA,
237670,OURICANGAS - BA,
237690,PALMAS DE MONTE ALTO - BA,
237710,PALMEIRAS - BA,
237730,PARAMIRIM - BA,
237750,PARATINGA - BA,
237770,PARIPIRANGA - BA,
237790,PAU BRASIL - BA,
237810,PAULO AFONSO - BA,
237830,PEDRAO - BA,
237850,PEDRO ALEXANDRE - BA,
237870,PIATA - BA,
237890,PILAO ARCADO - BA,
237910,PINDAI - BA,
237930,PINDOBACU - BA,
237950,PIRIPA - BA,
237970,PIRITIBA - BA,
237990,PLANALTINO - BA,
238010,PLANALTO - BA,
238030,POCOES - BA,
238050,POJUCA - BA,
238070,PORTO SEGURO - BA,
238090,POTIRAGUA - BA,
238110,PRADO - BA,
238130,"PRESIDENTE DUTRA
- BA",
238150,PRES. JANIO QUADROS - BA,
238170,QUEIMADAS - BA,
238190,QUIJINGUE - BA,
238210,REMANSO - BA,
238230,RETIROLANDIA - BA,
238250,RIACHAO DAS NEVES - BA,
238270,RIACHAO DO JACUIPE - BA,
238290,RIACHO DE SANTANA - BA,
238310,"RIBEIRA DO AMPARO
- BA",
238330,"RIBEIRA DO POMBAL
- BA",
238350,RIO DE CONTAS - BA,
238370,RIO DO ANTONIO - BA,
238390,RIO DO PIRES - BA,
238410,RIO REAL - BA,
238430,RODELAS - BA,
238450,RUY BARBOSA - BA,
238470,SALINAS DA MARGARIDA - BA,
238490,SALVADOR - BA,
238510,SANTA BARBARA - BA,
238530,SANTA BRIGIDA - BA,
238550,SANTA CRUZ CABRALIA - BA,
238570,SANTA CRUZ DA VITORIA - BA,
238590,SANTA INES - BA,
238610,SANTALUZ - BA,
238630,SANTA MARIA DA VITORIA - BA,
238650,SANTANA - BA,
238670,SANTANOPOLIS - BA,
238690,SANTA TERESINHA - BA,
238710,SANTO AMARO - BA,
238730,SANTO ANTONIO DE JESUS - BA,
238750,SANTO ESTEVAO - BA,
238770,SAO DESIDERIO - BA,
238790,SAO FELIX - BA,
238810,SAO FELIPE - BA,
238830,SAO FRANCISCO DO CONDE - BA,
238850,S. GONCALO DOS CAMPOS - BA,
238870,SAO MIGUEL DAS MATAS - BA,
238890,SAO SEBASTIAO DO PASSE - BA,
238910,SAPEACU - BA,
238930,SATIRO DIAS - BA,
238950,SAUDE - BA,
238970,SEABRA - BA,
238990,SEBASTIAO LARANJEIRAS - BA,
239010,"SENHOR DO BONFIM
- BA",
239030,SENTO SE - BA,
239050,SERRA DOURADA - BA,
239070,SERRA PRETA - BA,
239090,SERRINHA - BA,
239110,SERROLANDIA - BA,
239130,SIMOES FILHO - BA,
239150,SOUTO SOARES - BA,
239170,TABOCAS DO BREJO VELHO - BA,
239190,TANHACU - BA,
239210,TANQUINHO - BA,
239230,TAPEROA - BA,
239250,TAPIRAMUTA - BA,
239270,TEODORO SAMPAIO - BA,
239290,TEOFILANDIA - BA,
239310,TEOLANDIA - BA,
239330,TERRA NOVA - BA,
239350,TREMEDAL - BA,
239370,TUCANO - BA,
239390,UAUA - BA,
239410,UBAIRA - BA,
239430,UBAITABA - BA,
239450,UBATA - BA,
239470,UIBAI - BA,
239490,UNA - BA,
239510,URANDI - BA,
239530,URUCUCA - BA,
239550,UTINGA - BA,
239570,VALENCA - BA,
239590,VALENTE - BA,
239610,VARZEA DO POCO - BA,
239630,VERA CRUZ - BA,
239650,VITORIA DA CONQUISTA - BA,
239670,WAGNER - BA,
239690,WENCESLAU GUIMARAES - BA,
239710,XIQUE-XIQUE - BA,
239730,LAPAO - BA,
239750,MAETINGA - BA,
239770,MANSIDAO - BA,
239790,NORDESTINA - BA,
239810,PE DE SERRA - BA,
239830,PINTADAS - BA,
239850,RAFAEL JAMBEIRO - BA,
239870,SANTA LUZIA - BA,
239890,SAO GABRIEL - BA,
239910,TANQUE NOVO - BA,
239930,TEIXEIRA DE FREITAS - BA,
239950,VARZEA NOVA - BA,
239970,VARZEA DA ROCA - BA,
239990,WANDERLEY - BA,
240010,ABADIA DOS DOURADOS - MG,
240030,ABAETE - MG,
240050,ABRE CAMPO - MG,
240070,ACAIACA - MG,
240090,ACUCENA - MG,
240110,AGUA BOA - MG,
240130,AGUA COMPRIDA - MG,
240150,AGUANIL - MG,
240170,AGUAS FORMOSAS - MG,
240190,"AGUAS VERMELHAS
- MG",
240210,AIMORES - MG,
240230,AIURUOCA - MG,
240250,ALAGOA - MG,
240270,ALBERTINA - MG,
240290,ALEM PARAIBA - MG,
240310,ALFENAS - MG,
240330,ALMENARA - MG,
240350,ALPERCATA - MG,
240370,ALPINOPOLIS - MG,
240390,ALTEROSA - MG,
240410,ALTO RIO DOCE - MG,
240430,ALVARENGA - MG,
240450,ALVINOPOLIS - MG,
240470,ALVORADA DE MINAS - MG,
240490,AMPARO DA SERRA - MG,
240510,ANDRADAS - MG,
240530,CACHOEIRA DE PAJEU - MG,
240550,ANDRELANDIA - MG,
240570,ANTONIO CARLOS - MG,
240590,ANTONIO DIAS - MG,
240610,ANTONIO PRADO DE MINAS - MG,
240630,ARACAI - MG,
240650,ARACITABA - MG,
240670,ARACUAI - MG,
240690,ARAGUARI - MG,
240710,ARANTINA - MG,
240730,ARAPONGA - MG,
240750,ARAPUA - MG,
240770,ARAUJOS - MG,
240790,ARAXA - MG,
240810,ARCEBURGO - MG,
240830,ARCOS - MG,
240850,AREADO - MG,
240870,ARGIRITA - MG,
240890,ARINOS - MG,
240910,ASTOLFO DUTRA - MG,
240930,ATALEIA - MG,
240950,AUGUSTO DE LIMA - MG,
240970,BAEPENDI - MG,
240990,BALDIM - MG,
241010,BAMBUI - MG,
241030,BANDEIRA - MG,
241050,BANDEIRA DO SUL - MG,
241070,BARAO DE COCAIS - MG,
241090,BARAO DE MONTE ALTO - MG,
241110,BARBACENA - MG,
241130,BARRA LONGA - MG,
241150,TRES MARIAS - MG,
241170,BARROSO - MG,
241190,BELA VISTA DE MINAS - MG,
241210,BELMIRO BRAGA - MG,
241230,BELO HORIZONTE - MG,
241250,BELO ORIENTE - MG,
241270,BELO VALE - MG,
241290,BERILO - MG,
241310,BERTOPOLIS - MG,
241330,BETIM - MG,
241350,BIAS FORTES - MG,
241370,BICAS - MG,
241390,BIQUINHAS - MG,
241410,BOA ESPERANCA - MG,
241430,BOCAINA DE MINAS - MG,
241450,BOCAIUVA - MG,
241470,BOM DESPACHO - MG,
241490,BOM JARDIM DE MINAS - MG,
241510,BOM JESUS DA PENHA - MG,
241530,BOM JESUS DO AMPARO - MG,
241550,BOM JESUS DO GALHO - MG,
241570,BOM REPOUSO - MG,
241590,BOM SUCESSO - MG,
241610,BONFIM - MG,
241630,BONFINOPOLIS DE MINAS - MG,
241650,BORDA DA MATA - MG,
241670,BOTELHOS - MG,
241690,BOTUMIRIM - MG,
241710,"BRASILIA DE MINAS
- MG",
241730,BRAS PIRES - MG,
241750,BRAUNAS - MG,
241770,BRASOPOLIS - MG,
241790,BRUMADINHO - MG,
241810,BUENO BRANDAO - MG,
241830,BUENOPOLIS - MG,
241850,BURITIS - MG,
241870,BURITIZEIRO - MG,
241890,CABO VERDE - MG,
241910,CACHOEIRA DA PRATA - MG,
241930,CACHOEIRA DE MINAS - MG,
241950,CACHOEIRA DOURADA - MG,
241970,CAETANOPOLIS - MG,
241990,CAETE - MG,
242010,CAIANA - MG,
242030,CAJURI - MG,
242050,CALDAS - MG,
242070,CAMACHO - MG,
242090,CAMANDUCAIA - MG,
242110,CAMBUI - MG,
242130,CAMBUQUIRA - MG,
242150,CAMPANARIO - MG,
242170,CAMPANHA - MG,
242190,CAMPESTRE - MG,
242210,CAMPINA VERDE - MG,
242230,CAMPO BELO - MG,
242250,CAMPO DO MEIO - MG,
242270,CAMPO FLORIDO - MG,
242290,CAMPOS ALTOS - MG,
242310,CAMPOS GERAIS - MG,
242330,CANAA - MG,
242350,CANAPOLIS - MG,
242370,CANA VERDE - MG,
242390,CANDEIAS - MG,
242410,CAPARAO - MG,
242430,CAPELA NOVA - MG,
242450,CAPELINHA - MG,
242470,CAPETINGA - MG,
242490,CAPIM BRANCO - MG,
242510,CAPINOPOLIS - MG,
242530,CAPITAO ENEAS - MG,
242550,CAPITOLIO - MG,
242570,CAPUTIRA - MG,
242590,CARAI - MG,
242610,CARANAIBA - MG,
242630,CARANDAI - MG,
242650,CARANGOLA - MG,
242670,CARATINGA - MG,
242690,CARBONITA - MG,
242710,CAREACU - MG,
242730,CARLOS CHAGAS - MG,
242750,CARMESIA - MG,
242770,CARMO DA CACHOEIRA - MG,
242790,CARMO DA MATA - MG,
242810,CARMO DE MINAS - MG,
242830,CARMO DO CAJURU - MG,
242850,CARMO DO PARANAIBA - MG,
242870,CARMO DO RIO CLARO - MG,
242890,CARMOPOLIS DE MINAS - MG,
242910,CARRANCAS - MG,
242930,CARVALHOPOLIS - MG,
242950,CARVALHOS - MG,
242970,CASA GRANDE - MG,
242990,CASCALHO RICO - MG,
243010,CASSIA - MG,
243030,CONCEICAO DA BARRA DE MINAS - MG,
243050,CATAGUASES - MG,
243070,CATAS ALTAS DA NORUEGA - MG,
243090,CAXAMBU - MG,
243110,CEDRO DO ABAETE - MG,
243130,"CENTRAL DE MINAS
- MG",
243150,CENTRALINA - MG,
243170,CHACARA - MG,
243190,CHALE - MG,
243210,"CHAPADA DO NORTE
- MG",
243230,CHIADOR - MG,
243250,CIPOTANEA - MG,
243270,CLARAVAL - MG,
243290,"CLARO DOS POCOES
- MG",
243310,CLAUDIO - MG,
243330,COIMBRA - MG,
243350,COLUNA - MG,
243370,COMENDADOR GOMES - MG,
243390,COMERCINHO - MG,
243410,CONCEICAO DA APARECIDA - MG,
243430,CONCEICAO DAS PEDRAS - MG,
243450,CONCEICAO DAS ALAGOAS - MG,
243470,CONCEICAO DE IPANEMA - MG,
243490,CONCEICAO DO MATO DENTRO - MG,
243510,CONCEICAO DO PARA - MG,
243530,CONCEICAO DO RIO VERDE - MG,
243550,CONCEICAO DOS OUROS - MG,
243570,CONGONHAL - MG,
243590,CONGONHAS - MG,
243610,CONGONHAS DO NORTE - MG,
243630,CONQUISTA - MG,
243650,CONSELHEIRO LAFAIETE - MG,
243670,"CONSELHEIRO PENA
- MG",
243690,CONSOLACAO - MG,
243710,CONTAGEM - MG,
243730,COQUEIRAL - MG,
243750,CORACAO DE JESUS - MG,
243770,CORDISBURGO - MG,
243790,CORDISLANDIA - MG,
243810,CORINTO - MG,
243830,COROACI - MG,
243850,COROMANDEL - MG,
243870,CORONEL FABRICIANO - MG,
243890,CORONEL MURTA - MG,
243910,CORONEL PACHECO - MG,
243930,CORONEL XAVIER CHAVES - MG,
243950,CORREGO DANTA - MG,
243970,CORREGO DO BOM JESUS - MG,
243990,CORREGO NOVO - MG,
244010,COUTO DE MAGALHAES DE MINAS - MG,
244030,CRISTAIS - MG,
244050,CRISTALIA - MG,
244070,CRISTIANO OTONI - MG,
244090,CRISTINA - MG,
244110,CRUCILANDIA - MG,
244130,CRUZEIRO DA FORTALEZA - MG,
244150,CRUZILIA - MG,
244170,CURVELO - MG,
244190,DATAS - MG,
244210,DELFIM MOREIRA - MG,
244230,DELFINOPOLIS - MG,
244250,DESCOBERTO - MG,
244270,DESTERRO DE ENTRE RIOS - MG,
244290,"DESTERRO DO MELO
- MG",
244310,DIAMANTINA - MG,
244330,DIOGO DE VASCONCELOS - MG,
244350,DIONISIO - MG,
244370,DIVINESIA - MG,
244390,DIVINO - MG,
244410,DIVINO DAS LARANJEIRAS - MG,
244430,DIVINOLANDIA DE MINAS - MG,
244450,DIVINOPOLIS - MG,
244470,DIVISA NOVA - MG,
244490,DOM CAVATI - MG,
244510,DOM JOAQUIM - MG,
244530,DOM SILVERIO - MG,
244550,DOM VICOSO - MG,
244570,DONA EUZEBIA - MG,
244590,DORES DE CAMPOS - MG,
244610,DORES DE GUANHAES - MG,
244630,DORES DO INDAIA - MG,
244650,DORES DO TURVO - MG,
244670,DORESOPOLIS - MG,
244690,DOURADOQUARA - MG,
244710,ELOI MENDES - MG,
244730,ENGENHEIRO CALDAS - MG,
244750,ENGENHEIRO NAVARRO - MG,
244770,ENTRE RIOS DE MINAS - MG,
244790,ERVALIA - MG,
244810,ESMERALDAS - MG,
244830,ESPERA FELIZ - MG,
244850,ESPINOSA - MG,
244870,ESPIRITO SANTO DO DOURADO - MG,
244890,ESTIVA - MG,
244910,ESTRELA DALVA - MG,
244930,"ESTRELA DO INDAIA
- MG",
244950,ESTRELA DO SUL - MG,
244970,EUGENOPOLIS - MG,
244990,EWBANK DA CAMARA - MG,
245010,EXTREMA - MG,
245030,FAMA - MG,
245050,FARIA LEMOS - MG,
245070,"FELICIO DOS SANTOS
- MG",
245090,S. GONCALO DO RIO PRETO - MG,
245110,FELISBURGO - MG,
245130,FELIXLANDIA - MG,
245150,FERNANDES TOURINHO - MG,
245170,FERROS - MG,
245190,FLORESTAL - MG,
245210,FORMIGA - MG,
245230,FORMOSO - MG,
245250,FORTALEZA DE MINAS - MG,
245270,"FORTUNA DE MINAS
- MG",
245290,"FRANCISCO BADARO
- MG",
245310,FRANCISCO DUMONT - MG,
245330,FRANCISCO SA - MG,
245350,FREI GASPAR - MG,
245370,FREI INOCENCIO - MG,
245390,FRONTEIRA - MG,
245410,FRUTAL - MG,
245430,FUNILANDIA - MG,
245450,GALILEIA - MG,
245470,GONCALVES - MG,
245490,GONZAGA - MG,
245510,GOUVEA - MG,
245530,GOVERNADOR VALADARES - MG,
245550,GRAO MOGOL - MG,
245570,GRUPIARA - MG,
245590,GUANHAES - MG,
245610,GUAPE - MG,
245630,GUARACIABA - MG,
245650,GUARANESIA - MG,
245670,GUARANI - MG,
245690,GUARARA - MG,
245710,GUARDA-MOR - MG,
245730,GUAXUPE - MG,
245750,GUIDOVAL - MG,
245770,GUIMARANIA - MG,
245790,GUIRICEMA - MG,
245810,GURINHATA - MG,
245830,HELIODORA - MG,
245850,IAPU - MG,
245870,IBERTIOGA - MG,
245890,IBIA - MG,
245910,IBIAI - MG,
245930,IBIRACI - MG,
245950,IBIRITE - MG,
245970,IBITIURA DE MINAS - MG,
245990,IBITURUNA - MG,
246010,IGARAPE - MG,
246030,IGARATINGA - MG,
246050,IGUATAMA - MG,
246070,IJACI - MG,
246090,ILICINEA - MG,
246110,INCONFIDENTES - MG,
246130,INDIANOPOLIS - MG,
246150,INGAI - MG,
246170,INHAPIM - MG,
246190,INHAUMA - MG,
246210,INIMUTABA - MG,
246230,IPANEMA - MG,
246250,IPATINGA - MG,
246270,IPIACU - MG,
246290,IPUIUNA - MG,
246310,IRAI DE MINAS - MG,
246330,ITABIRA - MG,
246350,ITABIRINHA DE MANTENA - MG,
246370,ITABIRITO - MG,
246390,ITACAMBIRA - MG,
246410,ITACARAMBI - MG,
246430,ITAGUARA - MG,
246450,ITAIPE - MG,
246470,ITAJUBA - MG,
246490,ITAMARANDIBA - MG,
246510,ITAMARATI DE MINAS - MG,
246530,ITAMBACURI - MG,
246550,ITAMBE DO MATO DENTRO - MG,
246570,ITAMOGI - MG,
246590,ITAMONTE - MG,
246610,ITANHANDU - MG,
246630,ITANHOMI - MG,
246650,ITAOBIM - MG,
246670,ITAPAGIPE - MG,
246690,ITAPECERICA - MG,
246710,ITAPEVA - MG,
246730,ITATIAIUCU - MG,
246750,ITAUNA - MG,
246770,ITAVERAVA - MG,
246790,ITINGA - MG,
246810,ITUETA - MG,
246830,ITUIUTABA - MG,
246850,ITUMIRIM - MG,
246870,ITURAMA - MG,
246890,ITUTINGA - MG,
246910,JABOTICATUBAS - MG,
246930,JACINTO - MG,
246950,JACUI - MG,
246970,JACUTINGA - MG,
246990,JAGUARACU - MG,
247010,JANAUBA - MG,
247030,JANUARIA - MG,
247050,JAPARAIBA - MG,
247070,JECEABA - MG,
247090,JEQUERI - MG,
247110,JEQUITAI - MG,
247130,JEQUITIBA - MG,
247150,JEQUITINHONHA - MG,
247170,JESUANIA - MG,
247190,JOAIMA - MG,
247210,JOANESIA - MG,
247230,JOAO MONLEVADE - MG,
247250,JOAO PINHEIRO - MG,
247270,JOAQUIM FELICIO - MG,
247290,JORDANIA - MG,
247310,NOVA UNIAO - MG,
247330,JUIZ DE FORA - MG,
247350,JURAMENTO - MG,
247370,JURUAIA - MG,
247390,LADAINHA - MG,
247410,LAGAMAR - MG,
247430,LAGOA DA PRATA - MG,
247450,LAGOA DOS PATOS - MG,
247470,LAGOA DOURADA - MG,
247490,LAGOA FORMOSA - MG,
247510,LAGOA SANTA - MG,
247530,LAJINHA - MG,
247550,LAMBARI - MG,
247570,LAMIM - MG,
247590,LARANJAL - MG,
247610,LASSANCE - MG,
247630,LAVRAS - MG,
247650,"LEANDRO FERREIRA
- MG",
247670,LEOPOLDINA - MG,
247690,LIBERDADE - MG,
247710,LIMA DUARTE - MG,
247730,LUMINARIAS - MG,
247750,LUZ - MG,
247770,MACHACALIS - MG,
247790,MACHADO - MG,
247810,MADRE DE DEUS DE MINAS - MG,
247830,MALACACHETA - MG,
247850,MANGA - MG,
247870,MANHUACU - MG,
247890,MANHUMIRIM - MG,
247910,MANTENA - MG,
247930,MARAVILHAS - MG,
247950,MAR DE ESPANHA - MG,
247970,MARIA DA FE - MG,
247990,MARIANA - MG,
248010,MARILAC - MG,
248030,MARIPA DE MINAS - MG,
248050,MARLIERIA - MG,
248070,MARMELOPOLIS - MG,
248090,"MARTINHO CAMPOS
- MG",
248110,MATERLANDIA - MG,
248130,MATEUS LEME - MG,
248150,MATIAS BARBOSA - MG,
248170,MATIPO - MG,
248190,MATO VERDE - MG,
248210,MATOZINHOS - MG,
248230,MATUTINA - MG,
248250,MEDEIROS - MG,
248270,MEDINA - MG,
248290,MENDES PIMENTEL - MG,
248310,MERCES - MG,
248330,MESQUITA - MG,
248350,MINAS NOVAS - MG,
248370,MINDURI - MG,
248390,MIRABELA - MG,
248410,MIRADOURO - MG,
248430,MIRAI - MG,
248450,MOEDA - MG,
248470,MOEMA - MG,
248490,MONJOLOS - MG,
248510,"MONSENHOR PAULO
- MG",
248530,MONTALVANIA - MG,
248550,MONTE ALEGRE DE MINAS - MG,
248570,MONTE AZUL - MG,
248590,MONTE BELO - MG,
248610,MONTE CARMELO - MG,
248630,MONTE SANTO DE MINAS - MG,
248650,MONTES CLAROS - MG,
248670,MONTE SIAO - MG,
248690,MORADA NOVA DE MINAS - MG,
248710,MORRO DA GARCA - MG,
248730,MORRO DO PILAR - MG,
248750,MUNHOZ - MG,
248770,MURIAE - MG,
248790,MUTUM - MG,
248810,MUZAMBINHO - MG,
248830,NACIP RAYDAN - MG,
248850,NANUQUE - MG,
248870,NATERCIA - MG,
248890,NAZARENO - MG,
248910,NEPOMUCENO - MG,
248930,NOVA ERA - MG,
248950,NOVA LIMA - MG,
248970,NOVA MODICA - MG,
248990,NOVA PONTE - MG,
249010,NOVA RESENDE - MG,
249030,NOVA SERRANA - MG,
249050,NOVO CRUZEIRO - MG,
249070,OLARIA - MG,
249090,OLIMPIO NORONHA - MG,
249110,OLIVEIRA - MG,
249130,OLIVEIRA FORTES - MG,
249150,ONCA DE PITANGUI - MG,
249170,OURO BRANCO - MG,
249190,OURO FINO - MG,
249210,OURO PRETO - MG,
249230,OURO VERDE DE MINAS - MG,
249250,PADRE PARAISO - MG,
249270,PAINEIRAS - MG,
249290,PAINS - MG,
249310,PAIVA - MG,
249330,PALMA - MG,
249350,FRONTEIRA DOS VALES - MG,
249370,PAPAGAIOS - MG,
249390,PARACATU - MG,
249410,PARA DE MINAS - MG,
249430,PARAGUACU - MG,
249450,PARAISOPOLIS - MG,
249470,PARAOPEBA - MG,
249490,PASSABEM - MG,
249510,PASSA QUATRO - MG,
249530,PASSA TEMPO - MG,
249550,PASSA VINTE - MG,
249570,PASSOS - MG,
249590,PATOS DE MINAS - MG,
249610,PATROCINIO - MG,
249630,PATROCINIO DO MURIAE - MG,
249650,PAULA CANDIDO - MG,
249670,PAULISTAS - MG,
249690,PAVAO - MG,
249710,PECANHA - MG,
249730,PEDRA AZUL - MG,
249750,PEDRA DO ANTA - MG,
249770,PEDRA DO INDAIA - MG,
249790,PEDRA DOURADA - MG,
249810,PEDRALVA - MG,
249830,PEDRINOPOLIS - MG,
249850,PEDRO LEOPOLDO - MG,
249870,PEDRO TEIXEIRA - MG,
249890,PEQUERI - MG,
249910,PEQUI - MG,
249930,PERDIGAO - MG,
249950,PERDIZES - MG,
249970,PERDOES - MG,
249990,PESCADOR - MG,
250010,PIAU - MG,
250030,PIEDADE DE PONTE NOVA - MG,
250050,PIEDADE DO RIO GRANDE - MG,
250070,PIEDADE DOS GERAIS - MG,
250090,PIMENTA - MG,
250110,PIRACEMA - MG,
250130,PIRAJUBA - MG,
250150,PIRANGA - MG,
250170,PIRANGUCU - MG,
250190,PIRANGUINHO - MG,
250210,PIRAPETINGA - MG,
250230,PIRAPORA - MG,
250250,PIRAUBA - MG,
250270,PITANGUI - MG,
250290,PIUI - MG,
250310,PLANURA - MG,
250330,POCO FUNDO - MG,
250350,POCOS DE CALDAS - MG,
250370,POCRANE - MG,
250390,POMPEU - MG,
250410,PONTE NOVA - MG,
250430,PORTEIRINHA - MG,
250450,PORTO FIRME - MG,
250470,POTE - MG,
250490,POUSO ALEGRE - MG,
250510,POUSO ALTO - MG,
250530,PRADOS - MG,
250550,PRATA - MG,
250570,PRATAPOLIS - MG,
250590,PRATINHA - MG,
250610,PRESIDENTE BERNARDES - MG,
250630,PRESIDENTE JUSCELINO - MG,
250650,PRESIDENTE KUBITSCHEK - MG,
250670,PRESIDENTE OLEGARIO - MG,
250690,ALTO JEQUITIBA - MG,
250710,PRUDENTE DE MORAIS - MG,
250730,QUARTEL GERAL - MG,
250750,QUELUZITA - MG,
250770,RAPOSOS - MG,
250790,RAUL SOARES - MG,
250810,RECREIO - MG,
250830,RESENDE COSTA - MG,
250850,RESPLENDOR - MG,
250870,RESSAQUINHA - MG,
250890,RIACHO DOS MACHADOS - MG,
250910,RIBEIRAO DAS NEVES - MG,
250930,RIBEIRAO VERMELHO - MG,
250950,RIO ACIMA - MG,
250970,RIO CASCA - MG,
250990,RIO DOCE - MG,
251010,RIO DO PRADO - MG,
251030,RIO ESPERA - MG,
251050,RIO MANSO - MG,
251070,RIO NOVO - MG,
251090,RIO PARANAIBA - MG,
251110,RIO PARDO DE MINAS - MG,
251130,RIO PIRACICABA - MG,
251150,RIO POMBA - MG,
251170,RIO PRETO - MG,
251190,RIO VERMELHO - MG,
251210,RITAPOLIS - MG,
251230,ROCHEDO DE MINAS,
251230,ROCHEDO DE MINAS - MG,
251250,RODEIRO - MG,
251270,ROMARIA - MG,
251290,RUBELITA - MG,
